113.8,118.4,125.25,122.7,125.55,121.75,114.1,117.5
114.4,116.5,126,120.9,126.3,119.9,114.75,115.5
115.1,114.6,126.7,119,127.1,117.9,115.5,113.6
115.9,112.7,127.4,117.05,127.8,116.1,116.3,111.8
116.6,110.87,128,115.2,128.4,114.3,116.95,109.95
71.3,141.8,133,165.5,141.6,141.1,80.4,117.85,74.6,132,72.4,138
130.5,189.4,138,201.3,141.2,199.1,133.7,187.3
78.2,157,97.6,164,98.7,160.5,79.4,153.5
77.8,157.8,103.5,167,104,165.9,78,156.8
148.6,193.5,149.26,193.7,154.6,179.1,154,178.9
149.25,193.9,149.9,194,155.2,179.4,154.65,179.2
122.5,90.7,152,102,156,91,127,79.2
155,73,176,81,184,61.9,163,53.9
76,71.9,90.1,79.9,107,50.8,93.2,43
105,22.9,119,33.9,153,-8.12,140,-19.1
14.1,116,50,126.5,51.3,123,46.9,121.1,53.2,104.2,22.1,91.9
178,159,180,159,180,158,178,158
177,175,178,175,178,174,177,174
76.5,164,101.3,173,102,171,77,162
77,161,88.1,165,88,162,79,158
95.1,204,101,206,109,190,102,188
81.1,209,87.1,211,99.1,186,93.1,184
63.1,209,69.1,212,83.1,180,76.9,177
