113.8,118.4,125.25,122.7,125.55,121.75,114.1,117.5
114.4,116.5,126,120.9,126.3,119.9,114.75,115.5
115.1,114.6,126.7,119,127.1,117.9,115.5,113.6
115.9,112.7,127.4,117.05,127.8,116.1,116.3,111.8
116.6,110.87,128,115.2,128.4,114.3,116.95,109.95
70.6,141.8,133,165.5,142,141,80.55,117.75
130,189,138,201.3,141.7,199,134,187
78.2,157,97.6,164,99.1,160.5,79.7,153
77.8,157.8,103.8,167.4,104.1,166.4,78,157
153,195.1,154.2,195.5,159.2,181,158,180.5
151.5,194.6,152.5,195,157.7,180.4,156.6,180
150.1,194.1,151.2,194.5,156.5,179.9,155.3,179.5
148.6,193.5,150,194,155.3,179.5,153.9,178.9
